SignalID,Name,Category,Subcategory,Description,SentBy,ReceivedBy,Direction,Interface,Protocol,DataType,ROSMessageType,Units,Rate,RateBasis,PhysicalMedium,SystemBoundary,SysMLRepresentation,ImplementationStatus,EvidenceType,SourceFile,SourceLocation,Confidence,Notes
SIG-0005,Laser Scan,ROS,Measurement,Synthetic planar scan used by mock bringup.,mock_scan,amcl,Internal,/scan,ROS 2 / DDS,polar range scan,sensor_msgs/msg/LaserScan,m; rad,10,Mock publisher 10 Hz,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Test/Bench Only,Source Code; Launch File; Test,billiebot_ws/src/billiebot_base/billiebot_base/mock_scan.py,mock publisher timer,High,
SIG-0005,Laser Scan,ROS,Measurement,Synthetic planar scan used by mock bringup.,mock_scan,slam_toolbox,Internal,/scan,ROS 2 / DDS,polar range scan,sensor_msgs/msg/LaserScan,m; rad,10,Mock publisher 10 Hz,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Test/Bench Only,Source Code; Launch File; Test,billiebot_ws/src/billiebot_base/billiebot_base/mock_scan.py,mock publisher timer,High,
SIG-0005,Laser Scan,ROS,Measurement,Planar lidar range scan in laser_frame.,rplidar_node,Nav2 global_costmap obstacle_layer,Internal,/scan,ROS 2 / DDS,polar range scan,sensor_msgs/msg/LaserScan,m; rad,,Documented real RPLidar A1 rate ≈5.5–8 Hz; no single configured production Hz,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Configuration; Documentation,billiebot_ws/src/billiebot_bringup/config/lidar.yaml,rplidar_node parameters,High,
SIG-0005,Laser Scan,ROS,Measurement,Planar lidar range scan in laser_frame.,rplidar_node,Nav2 local_costmap obstacle_layer,Internal,/scan,ROS 2 / DDS,polar range scan,sensor_msgs/msg/LaserScan,m; rad,,Documented real RPLidar A1 rate ≈5.5–8 Hz; no single configured production Hz,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Configuration; Documentation,billiebot_ws/src/billiebot_bringup/config/lidar.yaml,rplidar_node parameters,High,
SIG-0005,Laser Scan,ROS,Measurement,Planar lidar range scan in laser_frame.,rplidar_node,amcl,Internal,/scan,ROS 2 / DDS,polar range scan,sensor_msgs/msg/LaserScan,m; rad,,Documented real RPLidar A1 rate ≈5.5–8 Hz; no single configured production Hz,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Configuration; Documentation,billiebot_ws/src/billiebot_bringup/config/lidar.yaml,rplidar_node parameters,High,
SIG-0005,Laser Scan,ROS,Measurement,Planar lidar range scan in laser_frame.,rplidar_node,slam_toolbox,Internal,/scan,ROS 2 / DDS,polar range scan,sensor_msgs/msg/LaserScan,m; rad,,Documented real RPLidar A1 rate ≈5.5–8 Hz; no single configured production Hz,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Configuration; Documentation,billiebot_ws/src/billiebot_bringup/config/lidar.yaml,rplidar_node parameters,High,
SIG-0006,Filtered Odometry,ROS,State,EKF-filtered planar odometry used by Nav2.,ekf_filter_node,Nav2 bt_navigator,Internal,/odometry/filtered,ROS 2 / DDS,pose + twist + covariance,nav_msgs/msg/Odometry,m; m/s; rad; rad/s,30,ekf.yaml frequency=30,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/ekf.yaml,ekf_filter_node frequency/output,High,
SIG-0006,Filtered Odometry,ROS,State,EKF-filtered planar odometry used by Nav2.,ekf_filter_node,Nav2 controller_server,Internal,/odometry/filtered,ROS 2 / DDS,pose + twist + covariance,nav_msgs/msg/Odometry,m; m/s; rad; rad/s,30,ekf.yaml frequency=30,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/ekf.yaml,ekf_filter_node frequency/output,High,
SIG-0007,Dog 3D Detection,ROS,Perception,"Dog detection containing bbox, confidence, depth, and camera-frame 3-D position.",oakd_dog_detector,dog_locator,Internal,/dog/detections_3d,ROS 2 / DDS,dog detection,billiebot_interfaces/msg/DogDetection3D,pixels; m,5,oakd_dog_detector publish_rate_hz=5,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,5 Hz timer / DogDetection3D publisher,High,
SIG-0007,Dog 3D Detection,ROS,Perception,"Dog detection containing bbox, confidence, depth, and camera-frame 3-D position.",oakd_dog_detector,state_fusion,Internal,/dog/detections_3d,ROS 2 / DDS,dog detection,billiebot_interfaces/msg/DogDetection3D,pixels; m,5,oakd_dog_detector publish_rate_hz=5,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,5 Hz timer / DogDetection3D publisher,High,
SIG-0008,Dog Pose in Map,ROS,Perception,Map-frame dog pose produced by TF-transforming an OAK-D detection.,dog_locator,approach_dog_server,Internal,/dog/pose_map,ROS 2 / DDS,pose,geometry_msgs/msg/PoseStamped,m; quaternion,,Event-driven from detections; bounded by 5 Hz input,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/dog_locator.py,detection callback / pose publisher,High,
SIG-0008,Dog Pose in Map,ROS,Perception,Map-frame dog pose produced by TF-transforming an OAK-D detection.,dog_locator,state_fusion,Internal,/dog/pose_map,ROS 2 / DDS,pose,geometry_msgs/msg/PoseStamped,m; quaternion,,Event-driven from detections; bounded by 5 Hz input,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/dog_locator.py,detection callback / pose publisher,High,
SIG-0009,Dog Found Flag,ROS,State,Boolean indicating whether a dog is currently found.,dog_locator,mission_controller,Internal,/dog/found,ROS 2 / DDS,bool,std_msgs/msg/Bool,,5,OAK-D timer; locator also publishes on detection/loss,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/dog_locator.py,dog_found publisher,High,Known architecture gap: two production publishers share the same topic.
SIG-0009,Dog Found Flag,ROS,State,Boolean indicating whether a dog is currently found.,oakd_dog_detector,mission_controller,Internal,/dog/found,ROS 2 / DDS,bool,std_msgs/msg/Bool,,5,OAK-D timer; locator also publishes on detection/loss,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/oakd_dog_detector.py,dog_found publisher,High,Known architecture gap: two production publishers share the same topic.
SIG-0010,Thermal Image,ROS,Image,32×24 floating-point temperature image.,thermal_node,External ROS Viewer (optional),Outbound,/thermal/image,ROS 2 / DDS,32FC1 thermal image,sensor_msgs/msg/Image,degC,4,thermal_node publish_rate_hz=4,DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/thermal_node.py,4 Hz timer / image publisher,High,No internal production consumer identified.
SIG-0011,Thermal Blob,ROS,Perception,Warm connected-component candidate with centroid/area/temperature.,thermal_node,state_fusion,Internal,/thermal/blob,ROS 2 / DDS,thermal blob event,billiebot_interfaces/msg/ThermalBlob,pixels; degC,,Event-driven; ≤4 Hz thermal processing timer,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/thermal_node.py,warm-blob publisher,High,
SIG-0012,NoIR Image,ROS,Image,640×480 image from Pi Camera Module 3 NoIR.,noir_cam_node,Unconnected ROS Interface,Internal,/noir/image,ROS 2 / DDS,rgb8 image,sensor_msgs/msg/Image,pixels,5,NoIR node publication timer 5 Hz,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_perception/billiebot_perception/noir_cam_node.py,image publisher / timer,High,Production publisher exists but no production subscriber is identified.
SIG-0013,Audio Event,ROS,Perception,"Classified audio event containing type, confidence, DoA, YAMNet label, and energy.",audio_classifier,mission_controller,Internal,/audio/events,ROS 2 / DDS,classified audio event,billiebot_interfaces/msg/AudioEvent,deg; dB,,Event-driven; configured max event rate 2 Hz,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_audio/billiebot_audio/audio_classifier.py,AudioEvent publisher,High,
SIG-0013,Audio Event,ROS,Perception,"Classified audio event containing type, confidence, DoA, YAMNet label, and energy.",audio_classifier,state_fusion,Internal,/audio/events,ROS 2 / DDS,classified audio event,billiebot_interfaces/msg/AudioEvent,deg; dB,,Event-driven; configured max event rate 2 Hz,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_audio/billiebot_audio/audio_classifier.py,AudioEvent publisher,High,
SIG-0014,Fused Dog State,ROS,State,"Fused behavior state with confidence, pose, room, context, stress proxy, and duration.",state_fusion,dog_logger,Internal,/billie/state,ROS 2 / DDS,dog behavioral state,billiebot_interfaces/msg/DogState,m; s; dimensionless,2,state_fusion 2 Hz tick,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_cognition/billiebot_cognition/state_fusion.py,2 Hz state publisher,High,
SIG-0014,Fused Dog State,ROS,State,"Fused behavior state with confidence, pose, room, context, stress proxy, and duration.",state_fusion,mission_controller,Internal,/billie/state,ROS 2 / DDS,dog behavioral state,billiebot_interfaces/msg/DogState,m; s; dimensionless,2,state_fusion 2 Hz tick,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_cognition/billiebot_cognition/state_fusion.py,2 Hz state publisher,High,
SIG-0015,Mission Status,ROS,Telemetry,"Mission mode plus dog, battery, navigation, recovery, and e-stop summary.",mission_controller,Operator ROS Tools,Outbound,/billiebot/mission_status,ROS 2 / DDS,mission status,billiebot_interfaces/msg/MissionStatus,V; dimensionless,2,mission_controller tick_rate_hz=2,DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/mission_controller.py,status publisher / tick,High,
SIG-0016,Occupancy Map,ROS,State,2-D occupancy-grid map used for localization/planning.,map_server,Nav2 global_costmap,Internal,/map,ROS 2 / DDS,occupancy grid,nav_msgs/msg/OccupancyGrid,occupancy/cells,,Mapping output documented ≈0.2 Hz; map_server is transient-local/latched,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Configuration; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.8 IBD-03 c20,High,Localization session.
SIG-0016,Occupancy Map,ROS,State,2-D occupancy-grid map used for localization/planning.,map_server,Operator ROS Tools,Outbound,/map,ROS 2 / DDS,occupancy grid,nav_msgs/msg/OccupancyGrid,occupancy/cells,,Mapping output documented ≈0.2 Hz; map_server is transient-local/latched,DDS/Ethernet or DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Configuration; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.8 IBD-03 c20,High,Localization visualization.
SIG-0016,Occupancy Map,ROS,State,2-D occupancy-grid map used for localization/planning.,slam_toolbox,Nav2 global_costmap,Internal,/map,ROS 2 / DDS,occupancy grid,nav_msgs/msg/OccupancyGrid,occupancy/cells,,Mapping output documented ≈0.2 Hz; map_server is transient-local/latched,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Configuration; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.8 IBD-03 c20,High,Mapping session.
SIG-0016,Occupancy Map,ROS,State,2-D occupancy-grid map used for localization/planning.,slam_toolbox,Operator ROS Tools,Outbound,/map,ROS 2 / DDS,occupancy grid,nav_msgs/msg/OccupancyGrid,occupancy/cells,,Mapping output documented ≈0.2 Hz; map_server is transient-local/latched,DDS/Ethernet or DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Configuration; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.8 IBD-03 c20,High,Mapping visualization.
SIG-0017,Map-to-Odom Transform,ROS,State,Dynamic map→odom transform.,amcl,Nav2 / TF consumers,Internal,/tf,ROS 2 / DDS,transform,tf2_msgs/msg/TFMessage,m; quaternion,,AMCL on update; SLAM path depends on mapping,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Configuration; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.9 IBD-04 map→odom,High,Localization session.
SIG-0017,Map-to-Odom Transform,ROS,State,Dynamic map→odom transform.,amcl / slam_toolbox,Operator ROS Tools,Outbound,/tf,ROS 2 / DDS,transform,tf2_msgs/msg/TFMessage,m; quaternion,,AMCL on update; SLAM path depends on mapping,DDS/Ethernet or DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Configuration; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.9 IBD-04 map→odom,High,
SIG-0017,Map-to-Odom Transform,ROS,State,Dynamic map→odom transform.,slam_toolbox,Nav2 / TF consumers,Internal,/tf,ROS 2 / DDS,transform,tf2_msgs/msg/TFMessage,m; quaternion,,AMCL on update; SLAM path depends on mapping,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Configuration; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.9 IBD-04 map→odom,High,Mapping session.
SIG-0018,Odom-to-Base Transform,ROS,State,Bench-only direct odom→base_link transform from base_bridge.,base_bridge,TF Consumers,Internal,/tf,ROS 2 / DDS,transform,tf2_msgs/msg/TFMessage,m; quaternion,30,Bench override publish_tf=true,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Test/Bench Only,Source Code; Launch File; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,NAV-07 / §3.9,High,
SIG-0018,Odom-to-Base Transform,ROS,State,Production odom→base_link transform owned by EKF.,ekf_filter_node,Nav2 / TF consumers,Internal,/tf,ROS 2 / DDS,transform,tf2_msgs/msg/TFMessage,m; quaternion,30,EKF frequency=30; base_bridge publish_tf=false in production,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/ekf.yaml,publish_tf=true,High,
SIG-0018,Odom-to-Base Transform,ROS,State,Production odom→base_link transform owned by EKF.,ekf_filter_node,Operator ROS Tools,Outbound,/tf,ROS 2 / DDS,transform,tf2_msgs/msg/TFMessage,m; quaternion,30,EKF frequency=30; base_bridge publish_tf=false in production,DDS/Ethernet or DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/ekf.yaml,publish_tf=true,High,
SIG-0018,Odom-to-Base Transform,ROS,State,Production odom→base_link transform owned by EKF.,ekf_filter_node,dog_locator,Internal,/tf,ROS 2 / DDS,transform,tf2_msgs/msg/TFMessage,m; quaternion,30,EKF frequency=30; base_bridge publish_tf=false in production,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/ekf.yaml,publish_tf=true,High,
SIG-0019,Static Robot Transforms,ROS,State,Latched transforms to fixed sensor frames.,robot_state_publisher,Nav2 / localization,Internal,/tf_static,ROS 2 / DDS,static transforms,tf2_msgs/msg/TFMessage,m; quaternion,,Transient-local / latched,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Hardware Definition; Documentation,billiebot_ws/src/billiebot_description/urdf,*.xacro fixed joints,High,
SIG-0019,Static Robot Transforms,ROS,State,Latched transforms to fixed sensor frames.,robot_state_publisher,Operator ROS Tools,Outbound,/tf_static,ROS 2 / DDS,static transforms,tf2_msgs/msg/TFMessage,m; quaternion,,Transient-local / latched,DDS/Ethernet or DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Hardware Definition; Documentation,billiebot_ws/src/billiebot_description/urdf,*.xacro fixed joints,High,
SIG-0019,Static Robot Transforms,ROS,State,Latched transforms to fixed sensor frames.,robot_state_publisher,dog_locator,Internal,/tf_static,ROS 2 / DDS,static transforms,tf2_msgs/msg/TFMessage,m; quaternion,,Transient-local / latched,DDS/Ethernet or DDS/Wi-Fi,Internal,ItemFlow,Production,Hardware Definition; Documentation,billiebot_ws/src/billiebot_description/urdf,*.xacro fixed joints,High,
SIG-0020,Wheel Joint Transform,ROS,State,Dynamic wheel transforms from joint states.,robot_state_publisher,Operator ROS Tools,Outbound,/tf,ROS 2 / DDS,transform,tf2_msgs/msg/TFMessage,rad; m,30,Driven by /joint_states at 30 Hz,DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Source Code; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.9 IBD-04,High,
SIG-0021,AMCL Pose Estimate,ROS,State,Map-frame robot pose estimate from AMCL.,amcl,Operator ROS Tools,Outbound,/amcl_pose,ROS 2 / DDS,pose with covariance,geometry_msgs/msg/PoseWithCovarianceStamped,m; rad,,On AMCL update,DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Configuration; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.8 IBD-03 c23,High,
SIG-0022,AMCL Particle Cloud,ROS,Diagnostic,AMCL particle cloud for localization diagnostics.,amcl,Operator ROS Tools,Outbound,/particle_cloud,ROS 2 / DDS,particle cloud,,,,On AMCL update,DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Configuration; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.8 IBD-03 c23,Medium,Exact message type left blank; architecture only identifies a Nav2 type.
SIG-0023,Initial Pose,ROS,Command,Operator-supplied initial localization pose.,Operator ROS Tools,amcl,Inbound,/initialpose,ROS 2 / DDS,pose with covariance,geometry_msgs/msg/PoseWithCovarianceStamped,m; rad,,Operator-driven / asynchronous,DDS/Wi-Fi,External-to-BillieBot,ItemFlow,Production,Configuration; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.8 IBD-03 c23,High,
SIG-0024,Global Plan,ROS,Telemetry,Nav2 planned path for execution/visualization.,Nav2 planner_server,Operator ROS Tools,Outbound,/plan,ROS 2 / DDS,path,nav_msgs/msg/Path,m; quaternion,,Planning-event driven,DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Configuration; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.8 IBD-03 c24,High,
SIG-0025,Local Costmap,ROS,Telemetry,Published local navigation cost grid.,Nav2 local_costmap,Operator ROS Tools,Outbound,/local_costmap/costmap,ROS 2 / DDS,occupancy/cost grid,nav_msgs/msg/OccupancyGrid,cost/cell,2,local_costmap publish_frequency=2.0,DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,local_costmap publish_frequency,High,
SIG-0026,Global Costmap,ROS,Telemetry,Published global navigation cost grid.,Nav2 global_costmap,Operator ROS Tools,Outbound,/global_costmap/costmap,ROS 2 / DDS,occupancy/cost grid,nav_msgs/msg/OccupancyGrid,cost/cell,1,global_costmap publish_frequency=1.0,DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Production,Source Code,billiebot_ws/src/billiebot_navigation/config/nav2_params.yaml,global_costmap publish_frequency,High,
SIG-0027,Robot Description,ROS,Configuration,URDF robot model exposed to ROS tooling.,robot_state_publisher,Operator ROS Tools,Outbound,/robot_description,ROS 2 / DDS,URDF XML string,std_msgs/msg/String,,,Documented as latched interface,DDS/Wi-Fi,BillieBot-to-External,ItemFlow,Unclear,Hardware Definition; Documentation,docs/md/MBSE_SYSTEM_DECOMPOSITION.md,§3.8 IBD-03 c22,Medium,Modern ROS 2 deployments often use robot_description primarily as a parameter; runtime topic contract should be confirmed.
SIG-0028,Emergency Stop Request,ROS,Service Request,Request for the Emergency Stop service.,Operator ROS Tools,base_bridge,Inbound,/e_stop,ROS 2 / DDS,billiebot_interfaces/srv/EStop,,,,Event-driven service call,DDS/Ethernet or DDS/Wi-Fi,External-to-BillieBot,Signal,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,EStop service / estop_callback(),High,Mission-level live e-stop state is not connected to mission_controller.
SIG-0029,Emergency Stop Response,ROS,Service Response,Response from the Emergency Stop service.,base_bridge,Operator ROS Tools,Outbound,/e_stop,ROS 2 / DDS,billiebot_interfaces/srv/EStop,,,,Event-driven service response,DDS/Ethernet or DDS/Wi-Fi,BillieBot-to-External,Signal,Production,Source Code,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,EStop service / estop_callback(),High,Mission-level live e-stop state is not connected to mission_controller.
SIG-0030,Set Mission Mode Request,ROS,Service Request,Request for the Set Mission Mode service.,Operator ROS Tools,mission_controller,Inbound,/set_mode,ROS 2 / DDS,billiebot_interfaces/srv/SetMode,,,,Event-driven service call,DDS/Ethernet or DDS/Wi-Fi,External-to-BillieBot,Signal,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/mission_controller.py,SetMode service,High,
SIG-0031,Set Mission Mode Response,ROS,Service Response,Response from the Set Mission Mode service.,mission_controller,Operator ROS Tools,Outbound,/set_mode,ROS 2 / DDS,billiebot_interfaces/srv/SetMode,,,,Event-driven service response,DDS/Ethernet or DDS/Wi-Fi,BillieBot-to-External,Signal,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/mission_controller.py,SetMode service,High,
SIG-0032,Get Dog State Request,ROS,Service Request,Request for the Get Dog State service.,Operator ROS Tools,state_fusion,Inbound,/get_dog_state,ROS 2 / DDS,billiebot_interfaces/srv/GetDogState,,,,Event-driven service call,DDS/Ethernet or DDS/Wi-Fi,External-to-BillieBot,Signal,Production,Source Code,billiebot_ws/src/billiebot_cognition/billiebot_cognition/state_fusion.py,GetDogState service,High,
SIG-0033,Get Dog State Response,ROS,Service Response,Response from the Get Dog State service.,state_fusion,Operator ROS Tools,Outbound,/get_dog_state,ROS 2 / DDS,billiebot_interfaces/srv/GetDogState,,,,Event-driven service response,DDS/Ethernet or DDS/Wi-Fi,BillieBot-to-External,Signal,Production,Source Code,billiebot_ws/src/billiebot_cognition/billiebot_cognition/state_fusion.py,GetDogState service,High,
SIG-0034,Navigate To Pose Goal,ROS,Action Goal,Goal request for the Navigate To Pose action.,approach_dog_server,Nav2 bt_navigator,Internal,navigate_to_pose,ROS 2 / DDS,nav2_msgs/action/NavigateToPose,,,,Event-driven action goal,DDS/Ethernet or DDS/Wi-Fi,Internal,Signal,Production,Source Code,billiebot_ws/src/billiebot_mission/billiebot_mission/approach_dog_server.py,NavigateToPose ActionClient / goal dispatch,High,approach_dog_server dispatches goals; mission_controller declares a separate client but does not dispatch patrol goals.
