SignalID,Name,Category,Subcategory,Description,SentBy,ReceivedBy,Direction,Interface,Protocol,DataType,ROSMessageType,Units,Rate,RateBasis,PhysicalMedium,SystemBoundary,SysMLRepresentation,ImplementationStatus,EvidenceType,SourceFile,SourceLocation,Confidence,Notes
SIG-0026,Right Wheel Angular Velocity (Physical),Mechanical,Velocity,"Actual rotational speed of the right wheel about its axle, the physical quantity the encoder measures and the PID loop regulates.",Right Wheel,Floor/Ground,Internal,Wheel axle,Mechanical,angular velocity,,rad/s,,Continuous physical interaction,Motor shaft,Internal,Physical Interaction,Production,Inferred,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,"update() left_vel/right_vel computation, lines 429-430",Medium,The software-side estimate of this quantity is a separate signal (Wheel Angular Velocity Estimate). Design doc gives v_max approximately 0.46 m/s at 130 rpm.
SIG-0027,Right Wheel Traction Force,Mechanical,Force,Tangential friction force exchanged at the right wheel/floor contact patch that propels the chassis.,Right Wheel,Floor/Ground,Outbound,Wheel-floor contact patch,Mechanical,force,,N,,Continuous physical interaction,Wheel-floor contact,BillieBot-to-External,Physical Interaction,Production,Inferred,docs/md/BillieBot_System_Design.md,"Section 4.3, rug edges / chair legs traction discussion",Low,"Purely inferred. No friction coefficient, wheel load, or traction model appears in the repository. Architecturally important because odometry accuracy depends on non-slip rolling."
SIG-0028,Right Wheel Ground Reaction Force,Mechanical,Force,"Normal reaction force from the floor supporting the right wheel, completing the wheel/ground contact pair.",Floor/Ground,Right Wheel,Inbound,Wheel-floor contact patch,Mechanical,force,,N,,Continuous physical interaction,Wheel-floor contact,External-to-BillieBot,Physical Interaction,Production,Inferred,docs/md/BillieBot_System_Design.md,Section 4.3 two-deck chassis / low CG discussion,Low,"Inferred. No mass, weight distribution, or wheel-load figure exists in the repository; MEASURE_ME.md asks for wheel radius under load, which implies a load exists but does not quantify it."
SIG-0029,Right Encoder Shaft Rotation,Mechanical,Position,Rotation of the right motor shaft past the integrated quadrature encoder disc.,Right Encoder Motor,Right Encoder,Internal,Encoder disc / motor shaft,Mechanical,angular position,,rad,,Continuous physical interaction,Motor shaft,Internal,Physical Interaction,Production,Documentation,docs/md/BillieBot_System_Design.md,BDD-02 'integrated quadrature encoder',Medium,"The encoder is integrated in the JGA25-371, so this rotation is pre-gearbox. encoder_ticks_per_rev is 2000.0 and MEASURE_ME.md flags it as uncalibrated (alternatives 1974.7, 1779.0 in the reference code)."
SIG-0030,Caster Ground Reaction Force,Mechanical,Force,Reaction force at the third contact point that stabilises the differential-drive chassis.,Floor/Ground,Caster Wheel,Inbound,Caster-floor contact patch,Mechanical,force,,N,,Continuous physical interaction,Wheel-floor contact,External-to-BillieBot,Physical Interaction,Production,Documentation,docs/md/BillieBot_System_Design.md,BDD-02 'cstr : Caster Wheel',Low,The caster appears only in the design document's block table; there is no caster link in the URDF and no software representation.
SIG-0031,Chassis Body Motion,Mechanical,Velocity,Resulting planar body velocity and yaw rate of the rover produced by the differential traction forces.,Drivetrain Subsystem,Chassis Structure,Internal,Chassis base_link,Mechanical,planar twist,,m/s,,Continuous physical interaction,Mechanical structure,Internal,Physical Interaction,Production,Inferred,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,"update() differential-drive integration, lines 432-446",Medium,"The receiver 'Apartment Environment' row captures the robot physically moving through the mapped space. Speed limits SYS-NAV-5 (0.3 m/s transit, 0.15 m/s near dog) constrain this quantity."
SIG-0031,Chassis Body Motion,Mechanical,Velocity,Resulting planar body velocity and yaw rate of the rover produced by the differential traction forces.,Drivetrain Subsystem,Apartment Environment,Internal,Chassis base_link,Mechanical,planar twist,,m/s,,Continuous physical interaction,Mechanical structure,Internal,Physical Interaction,Production,Inferred,billiebot_ws/src/billiebot_base/billiebot_base/base_bridge.py,"update() differential-drive integration, lines 432-446",Medium,"The receiver 'Apartment Environment' row captures the robot physically moving through the mapped space. Speed limits SYS-NAV-5 (0.3 m/s transit, 0.15 m/s near dog) constrain this quantity."
SIG-0032,Motor Magnetic Disturbance Field,Environmental,Radiation,Stray magnetic field from the drive motors and speaker magnet that corrupts BNO055 magnetometer readings.,Drivetrain Subsystem,BNO055,Internal,BNO055 magnetometer element,,magnetic flux density,,uT,,Continuous physical interaction,Free space,Internal,Physical Interaction,Unclear,Documentation,docs/md/BILLIEBOT_IMU_BATTERY_BENCH_TEST_PLAN.md,BLK-13 magnetometer distortion note; firmware header lines 73-78,Medium,"Documented as a risk, not measured. The design document also advises mounting the BNO055 near the rotation centre away from motor magnets. Never characterised in the bench results."
SIG-0033,Battery Pack DC Power,Power/Energy,Measurement,11.1 V nominal 3S LiPo output feeding the fused master switch and distribution bus.,3S LiPo Battery,Power Distribution Bus,Internal,Main fuse / master switch,Analog voltage,DC electrical power,,V,,Continuous physical interaction,Copper wire,Internal,Energy Flow,Documentation Only,Documentation,docs/md/BillieBot_System_Design.md,Section 4.2 power architecture diagram,High,Documented in the design document and reproduced in MBSE IBD-02. No software or firmware element in the repository controls or measures this branch directly; only the divided sense voltage is acquired.
SIG-0034,Motor Rail DC Power,Power/Energy,Measurement,Fused 12 V motor branch from the distribution bus to the L298N VMOT input.,Power Distribution Bus,L298N Motor Driver,Internal,fMot 10 A branch,Analog voltage,DC electrical power,,V,,Continuous physical interaction,Copper wire,Internal,Energy Flow,Documentation Only,Documentation,docs/md/BillieBot_System_Design.md,Section 4.2 'BUS --[10 A]--> L298N VMOT',High,Design document notes an approximately 2 V L298N drop and a planned TB6612FNG/Cytron swap in v2.
SIG-0035,Left Motor Drive Voltage and Current,Analog Electrical,Measurement,Switched H-bridge output that energises the left gearmotor windings and sets its torque.,L298N Motor Driver,Left Encoder Motor,Internal,L298N Motor Output A,Analog voltage,switched DC drive,,V,,Switching follows the PWM carrier; carrier frequency not stated in the repository,Copper wire,Internal,Energy Flow,Production,Documentation,docs/md/BillieBot_System_Design.md,IBD-01 c9 'hbridge.out -> mtrL/mtrR',Medium,"The Motor Nano firmware is not present in this repository, so the exact PWM carrier and the current waveform cannot be established from source. Peak motor draw is documented as approximately 40 W at stall."
SIG-0036,Right Motor Drive Voltage and Current,Analog Electrical,Measurement,Switched H-bridge output that energises the right gearmotor windings and sets its torque.,L298N Motor Driver,Right Encoder Motor,Internal,L298N Motor Output B,Analog voltage,switched DC drive,,V,,Switching follows the PWM carrier; carrier frequency not stated in the repository,Copper wire,Internal,Energy Flow,Production,Documentation,docs/md/BillieBot_System_Design.md,IBD-01 c9 'hbridge.out -> mtrL/mtrR',Medium,"The Motor Nano firmware is not present in this repository, so the exact PWM carrier and the current waveform cannot be established from source. Peak motor draw is documented as approximately 40 W at stall."
SIG-0037,Compute Rail DC Power,Power/Energy,Measurement,Fused compute branch feeding the Jetson barrel jack directly from the 3S bus and the Pi 5 via a USB-C PD board.,Power Distribution Bus,Jetson Orin Nano,Internal,fCmp 10 A branch / GeeekPi PD board,Analog voltage,DC electrical power,,V,,Continuous physical interaction,Copper wire,Internal,Energy Flow,Documentation Only,Documentation,docs/md/BillieBot_System_Design.md,Section 4.2 power architecture diagram,High,Jetson accepts 9-19 V so the 9.9-12.6 V 3S range is in tolerance. Design document recommends a >=1000 uF bulk cap at the Jetson feed to ride through motor-stall sag.
SIG-0037,Compute Rail DC Power,Power/Energy,Measurement,Fused compute branch feeding the Jetson barrel jack directly from the 3S bus and the Pi 5 via a USB-C PD board.,Power Distribution Bus,Raspberry Pi 5,Internal,fCmp 10 A branch / GeeekPi PD board,Analog voltage,DC electrical power,,V,,Continuous physical interaction,Copper wire,Internal,Energy Flow,Documentation Only,Documentation,docs/md/BillieBot_System_Design.md,Section 4.2 power architecture diagram,High,Jetson accepts 9-19 V so the 9.9-12.6 V 3S range is in tolerance. Design document recommends a >=1000 uF bulk cap at the Jetson feed to ride through motor-stall sag.
SIG-0038,5 V Accessory Rail Power,Power/Energy,Measurement,"Regulated 5 V accessory rail from the DFRobot GS2678 buck feeding the Arduino Nanos, the I2S amplifier and (planned) the IR illuminator and fan.",Power Distribution Bus,Motor Nano,Internal,fAux 5 A branch / GS2678 buck,Analog voltage,DC electrical power,,V,,Continuous physical interaction,Copper wire,Internal,Energy Flow,Documentation Only,Documentation,docs/md/BillieBot_System_Design.md,Section 4.2 'BUS --[5 A]--> DFRobot GS2678 buck @5V',Medium,"The design document predates the two-Nano split, so it names one 'Arduino VIN(5V pin)'. The Sensor Nano row is inferred from the two-Nano architecture in the IMU/battery bench plan; both Nanos are also USB-powered from their hosts."
SIG-0038,5 V Accessory Rail Power,Power/Energy,Measurement,"Regulated 5 V accessory rail from the DFRobot GS2678 buck feeding the Arduino Nanos, the I2S amplifier and (planned) the IR illuminator and fan.",Power Distribution Bus,Sensor Nano,Internal,fAux 5 A branch / GS2678 buck,Analog voltage,DC electrical power,,V,,Continuous physical interaction,Copper wire,Internal,Energy Flow,Documentation Only,Documentation,docs/md/BillieBot_System_Design.md,Section 4.2 'BUS --[5 A]--> DFRobot GS2678 buck @5V',Medium,"The design document predates the two-Nano split, so it names one 'Arduino VIN(5V pin)'. The Sensor Nano row is inferred from the two-Nano architecture in the IMU/battery bench plan; both Nanos are also USB-powered from their hosts."
SIG-0038,5 V Accessory Rail Power,Power/Energy,Measurement,"Regulated 5 V accessory rail from the DFRobot GS2678 buck feeding the Arduino Nanos, the I2S amplifier and (planned) the IR illuminator and fan.",Power Distribution Bus,MAX98357A I2S Amplifier,Internal,fAux 5 A branch / GS2678 buck,Analog voltage,DC electrical power,,V,,Continuous physical interaction,Copper wire,Internal,Energy Flow,Documentation Only,Documentation,docs/md/BillieBot_System_Design.md,Section 4.2 'BUS --[5 A]--> DFRobot GS2678 buck @5V',Medium,"The design document predates the two-Nano split, so it names one 'Arduino VIN(5V pin)'. The Sensor Nano row is inferred from the two-Nano architecture in the IMU/battery bench plan; both Nanos are also USB-powered from their hosts."
SIG-0039,Sensor 5 V Supply,Power/Energy,Measurement,5 V rail from the Sensor Nano to the DFRobot SEN0253 carrier (BNO055 + BMP280).,Sensor Nano,BNO055,Internal,Nano 5V / GND to SEN0253 VCC / GND,Analog voltage,DC electrical power,,V,,Continuous physical interaction,Copper wire,Internal,Energy Flow,Production,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,Wiring comment lines 6-10; test plan section 6.1 table,High,The firmware header and the IMU/battery bench plan both specify 5V/GND -> SEN0253 VCC/GND. The SEN0253 accepts 3.3-5 V.
SIG-0039,Sensor 5 V Supply,Power/Energy,Measurement,5 V rail from the Sensor Nano to the DFRobot SEN0253 carrier (BNO055 + BMP280).,Sensor Nano,BMP280,Internal,Nano 5V / GND to SEN0253 VCC / GND,Analog voltage,DC electrical power,,V,,Continuous physical interaction,Copper wire,Internal,Energy Flow,Production,Firmware,billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/sensor_nano.ino,Wiring comment lines 6-10; test plan section 6.1 table,High,The firmware header and the IMU/battery bench plan both specify 5V/GND -> SEN0253 VCC/GND. The SEN0253 accepts 3.3-5 V.
SIG-0040,USB Bus Power,Power/Energy,Measurement,"5 V USB VBUS delivered by the host computers to the OAK-D Lite, RPLidar A1, ReSpeaker array and both Arduino Nanos.",Jetson Orin Nano,OAK-D Lite,Internal,USB VBUS,USB,DC electrical power,,V,,Continuous physical interaction,USB cable,Internal,Energy Flow,Production,Documentation,docs/md/BillieBot_System_Design.md,Section 4.1 OAK-D USB-3 power note; IMU plan wiring diagram 'USB data + 5 V',Medium,"Design document warns the OAK-D Lite budget of approximately 4.5 W may exceed a port's limit and recommends a powered hub or Y-cable. The ReSpeaker is fed from a Pi 5 USB hub, not the Jetson; that is a separate physical branch not separately enumerated here."
